Timestamp,B_ACR_Mot.PV,B_ACR_Mot.SV,B_ACR_Mot.TV,B_ACR_Pmp.PV,B_ACR_Pmp.SV,B_ACR_Pmp.TV,B_Pres.PV,B_Temp.PV,Barometer,Temperature
2024-10-30T08:15:00Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.484903,19.01952171
2024-10-30T08:15:01Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.484903,19.01952171
2024-10-30T08:15:02Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.484903,19.01952171
2024-10-30T08:15:03Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.484903,19.01952171
2024-10-30T08:15:04Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.484903,19.01952171
2024-10-30T08:15:05Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.484903,19.01952171
2024-10-30T08:15:06Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.484903,19.01952171
2024-10-30T08:15:07Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.484903,19.01952171
2024-10-30T08:15:08Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.484903,19.01952171
2024-10-30T08:15:09Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.484903,19.01952171
2024-10-30T08:15:10Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.484903,19.01952171
2024-10-30T08:15:11Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.484903,19.01952171
2024-10-30T08:15:12Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.484903,19.01952171
2024-10-30T08:15:13Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.484903,19.00797462
2024-10-30T08:15:14Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.484903,19.00797462
2024-10-30T08:15:15Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.484903,19.00797462
2024-10-30T08:15:16Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.484903,19.00797462
2024-10-30T08:15:17Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.484903,19.00797462
2024-10-30T08:15:18Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.484903,19.00797462
2024-10-30T08:15:19Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.484903,19.00797462
2024-10-30T08:15:20Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:21Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:22Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:23Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:24Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:25Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:26Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:27Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:28Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:29Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:30Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:31Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:32Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:33Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.45982486,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:34Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.464831352,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:35Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.464831352,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:36Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.464831352,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:37Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.464831352,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:38Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.464831352,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:39Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.464831352,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:40Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.464831352,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:41Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.464831352,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:42Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.464831352,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:43Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.464831352,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:44Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.464831352,18.99737549,1022.458525,19.00797462
2024-10-30T08:15:45Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.464831352,19.03369141,1022.458525,19.00797462
2024-10-30T08:15:46Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.464831352,19.03369141,1022.458525,19.00797462
2024-10-30T08:15:47Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.464831352,19.03369141,1022.458525,19.00797462
2024-10-30T08:15:48Z,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,0.464831352,19.03369141,1022.458525,19.00797462
